UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0
7381,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0
7401,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0
7405,L54584,L,299.8,310.8,1553,32.2,161,0,0,0,0,0,0
7410,L54589,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0
7425,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0
7428,L54607,L,300.0,311.4,1634,31.9,0,0,0,0,0,0,0
7430,L54609,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0
7451,L54630,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0
7458,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0
7536,L54715,L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0
7568,M22427,M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0
7756,M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0
7757,L54936,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0
7766,H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0
7767,L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0
7768,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0
7772,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0
7774,L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0
7786,L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0
7808,M22667,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0
7811,L54990,L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0
7813,L54992,L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0
7815,L54994,L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0
7816,M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0
7821,M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0
7822,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0
7824,L55003,L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0
7834,L55013,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0
7835,L55014,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0
7836,L55015,L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0
7841,L55020,L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0
7846,L55025,L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0
7850,M22709,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0
7851,M22710,M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0
7853,L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0
7856,M22715,M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0
7862,L55041,L,300.5,312.0,1498,42.9,25,0,0,0,0,0,0
7865,L55044,L,300.5,311.9,1330,59.5,33,0,0,0,0,0,0
7866,L55045,L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0
7870,M22729,M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0
7873,L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0
7876,L55055,L,300.7,312.3,1898,24.0,60,0,0,0,0,0,0
7884,H37297,H,300.7,312.3,1446,45.4,86,0,0,0,0,0,0
7891,L55070,L,300.8,312.4,1767,25.6,105,0,0,0,0,0,0
7894,L55073,L,300.9,312.7,1416,43.8,112,0,0,0,0,0,0
7896,L55075,L,300.8,312.6,1422,50.0,117,0,0,0,0,0,0
7903,M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0
7905,M22764,M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0
7911,M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0
7912,L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0
7913,L55092,L,300.7,312.1,1498,44.0,155,0,0,0,0,0,0
7916,H37329,H,300.8,312.1,1527,35.1,164,0,0,0,0,0,0
7917,L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0
7918,L55097,L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0
7919,L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0
7921,L55100,L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0
7923,L55102,L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0
7924,M22783,M,300.8,312.0,1450,45.0,183,0,0,0,0,0,0
7928,L55107,L,300.7,311.9,1476,42.0,196,0,0,0,0,0,0
7930,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0
7931,L55110,L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0
7933,L55112,L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0
7949,L55128,L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0
7950,M22809,M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0
7957,H37370,H,300.9,311.9,1513,38.0,38,0,0,0,0,0,0
7960,L55139,L,301.0,312.1,1585,32.3,50,0,0,0,0,0,0
7962,L55141,L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0
7964,L55143,L,301.0,312.2,1510,39.9,61,0,0,0,0,0,0
7979,L55158,L,301.2,312.4,1480,53.5,97,0,0,0,0,0,0
7981,M22840,M,301.2,312.4,1505,39.6,102,0,0,0,0,0,0
7984,L55163,L,301.0,312.2,1601,33.0,109,0,0,0,0,0,0
7994,L55173,L,301.1,312.3,1595,31.9,134,0,0,0,0,0,0
7996,L55175,L,301.0,312.2,1776,28.8,138,0,0,0,0,0,0
8004,M22863,M,300.8,312.0,1274,67.3,159,0,0,0,0,0,0
8006,L55185,L,300.8,312.0,1477,37.3,164,0,0,0,0,0,0
8010,H37423,H,300.9,312.0,2129,17.8,173,0,0,0,0,0,0
8016,M22875,M,301.0,312.0,1558,37.5,190,0,0,0,0,0,0
8019,L55198,L,301.0,311.9,1889,23.5,198,0,0,0,0,0,0
8026,M22885,M,300.8,312.0,1422,50.7,219,0,0,0,0,0,0
8031,L55210,L,300.6,312.0,1490,42.2,3,0,0,0,0,0,0
8037,L55216,L,300.7,311.7,1460,46.1,15,0,0,0,0,0,0
8038,L55217,L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0
8043,L55222,L,300.8,311.9,1486,45.1,30,0,0,0,0,0,0
8046,M22905,M,300.7,311.9,1366,55.1,36,0,0,0,0,0,0
8047,L55226,L,300.6,311.8,1471,41.4,39,0,0,0,0,0,0
8048,L55227,L,300.6,311.9,1463,38.2,41,0,0,0,0,0,0
8057,L55236,L,300.1,311.5,1499,43.4,65,0,0,0,0,0,0
8059,L55238,L,300.3,311.6,1515,44.9,69,0,0,0,0,0,0
8077,L55256,L,300.3,311.8,1360,48.0,119,0,0,0,0,0,0
8080,L55259,L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0
8085,L55264,L,300.2,311.4,1483,44.4,141,0,0,0,0,0,0
8086,L55265,L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0
8087,L55266,L,300.2,311.4,1463,37.5,145,0,0,0,0,0,0
8091,L55270,L,300.1,311.4,1910,23.0,153,0,0,0,0,0,0
8105,L55284,L,300.3,311.9,1692,31.5,187,0,0,0,0,0,0
8113,M22972,M,300.4,311.8,1442,45.1,0,0,0,0,0,0,0
8120,L55299,L,300.3,311.7,1333,55.2,18,0,0,0,0,0,0
8124,H37537,H,300.2,311.5,1515,36.8,27,0,0,0,0,0,0
8128,M22987,M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0
8129,L55308,L,300.1,311.4,1629,31.3,41,0,0,0,0,0,0
8132,H37545,H,299.9,311.2,1364,49.6,50,0,0,0,0,0,0
8135,L55314,L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0
8145,M23004,M,299.7,311.0,1506,42.7,85,0,0,0,0,0,0
8154,L55333,L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0
8155,L55334,L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0
8159,L55338,L,299.6,310.8,1400,40.8,118,0,0,0,0,0,0
8164,L55343,L,299.7,311.1,1574,36.4,135,0,0,0,0,0,0
8175,L55354,L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0
8179,L55358,L,299.7,311.2,1352,52.1,176,0,0,0,0,0,0
8182,L55361,L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0
8184,L55363,L,299.8,311.1,1452,47.3,188,0,0,0,0,0,0
8185,L55364,L,299.8,311.1,2144,17.7,190,0,0,0,0,0,0
8186,L55365,L,299.7,311.1,1554,41.0,192,0,0,0,0,0,0
8193,L55372,L,299.6,310.9,1229,65.2,209,1,0,0,0,1,0
8202,M23061,M,299.3,310.9,1826,25.1,2,0,0,0,0,0,0
8203,L55382,L,299.3,310.9,1669,32.4,5,0,0,0,0,0,0
8210,L55389,L,299.3,310.8,1391,46.9,21,0,0,0,0,0,0
8220,L55399,L,299.0,310.4,1504,34.3,48,0,0,0,0,0,0
8227,L55406,L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0
8228,M23087,M,299.1,310.4,1524,51.4,66,0,0,0,0,0,0
8235,L55414,L,299.2,310.6,1534,39.7,83,0,0,0,0,0,0
8238,L55417,L,299.1,310.6,1796,26.0,90,0,0,0,0,0,0
8248,L55427,L,299.0,310.4,1713,28.0,116,0,0,0,0,0,0
8259,L55438,L,299.1,310.6,1602,39.7,144,0,0,0,0,0,0
8262,H37675,H,299.2,310.6,1434,48.4,153,0,0,0,0,0,0
8266,H37679,H,299.1,310.6,1791,28.0,168,0,0,0,0,0,0
8270,H37683,H,299.2,310.8,1761,30.4,180,0,0,0,0,0,0
8273,L55452,L,298.9,310.6,1363,52.6,190,0,0,0,0,0,0
8278,H37691,H,298.8,310.5,1294,55.8,202,0,0,0,0,0,0
8280,L55459,L,298.8,310.6,1803,25.4,209,0,0,0,0,0,0
8281,L55460,L,298.8,310.6,1602,39.1,211,0,0,0,0,0,0
8283,M23142,M,298.9,310.7,1638,33.6,218,0,0,0,0,0,0
8285,L55464,L,298.8,310.6,1651,33.3,0,0,0,0,0,0,0
8289,M23148,M,298.8,310.6,1640,33.8,9,0,0,0,0,0,0
8296,L55475,L,298.9,310.4,1739,26.3,30,0,0,0,0,0,0
8298,M23157,M,298.8,310.2,1595,33.1,34,0,0,0,0,0,0
8302,M23161,M,298.7,310.1,1644,34.1,46,0,0,0,0,0,0
8306,H37719,H,298.8,310.1,1380,44.0,56,0,0,0,0,0,0
8307,M23166,M,298.7,310.1,1549,42.5,61,0,0,0,0,0,0
8309,L55488,L,298.7,310.1,1401,45.3,67,0,0,0,0,0,0
8314,M23173,M,298.8,310.0,1484,44.9,80,0,0,0,0,0,0
8324,H37737,H,298.7,309.5,1453,40.4,108,0,0,0,0,0,0
8325,M23184,M,298.7,309.5,1394,46.0,113,0,0,0,0,0,0
8333,L55512,L,298.8,309.7,1529,44.0,136,0,0,0,0,0,0
8337,L55516,L,298.9,309.7,1449,48.8,147,0,0,0,0,0,0
8348,L55527,L,298.7,309.6,1665,31.1,178,0,0,0,0,0,0
8352,M23211,M,298.7,309.6,1686,26.2,189,0,0,0,0,0,0
8354,L55533,L,298.7,309.6,1442,55.6,194,0,0,0,0,0,0
8358,L55537,L,298.5,309.5,1385,46.3,203,1,1,0,0,0,0
8359,L55538,L,298.7,309.7,1547,37.4,0,0,0,0,0,0,0
8364,L55543,L,298.8,309.7,1582,45.0,11,0,0,0,0,0,0
8373,M23232,M,298.8,309.7,1448,44.8,31,0,0,0,0,0,0
8377,L55556,L,298.8,309.8,1334,49.3,42,0,0,0,0,0,0
8378,L55557,L,298.8,309.7,1336,50.3,44,0,0,0,0,0,0
8381,L55560,L,298.9,310.0,1776,25.7,51,0,0,0,0,0,0
8383,L55562,L,298.9,310.0,1719,27.3,58,0,0,0,0,0,0
8389,L55568,L,298.9,309.9,1365,46.5,75,0,0,0,0,0,0
8393,M23252,M,298.5,309.6,1502,39.4,84,0,0,0,0,0,0
8401,L55580,L,298.6,309.6,1533,40.7,106,0,0,0,0,0,0
8405,L55584,L,298.4,309.5,1545,36.6,117,0,0,0,0,0,0
8406,M23265,M,298.4,309.5,1484,41.7,119,0,0,0,0,0,0
8408,L55587,L,298.4,309.5,1357,50.1,125,0,0,0,0,0,0
8409,M23268,M,298.5,309.6,1572,33.0,127,0,0,0,0,0,0
8414,M23273,M,298.6,309.7,1422,49.7,139,0,0,0,0,0,0
8415,L55594,L,298.6,309.8,1842,20.1,142,0,0,0,0,0,0
8416,M23275,M,298.7,309.9,1434,53.0,144,0,0,0,0,0,0
8424,L55603,L,299.0,310.4,1452,46.2,168,0,0,0,0,0,0
8426,L55605,L,299.2,310.6,1567,38.4,172,0,0,0,0,0,0
8429,M23288,M,299.0,310.3,1827,28.0,178,0,0,0,0,0,0
8436,M23295,M,298.7,310.0,1519,38.1,198,0,0,0,0,0,0
8444,M23303,M,298.6,309.9,1668,32.3,6,0,0,0,0,0,0
8445,M23304,M,298.6,309.9,1818,24.9,9,0,0,0,0,0,0
8446,M23305,M,298.6,310.0,1541,36.9,12,0,0,0,0,0,0
8450,L55629,L,298.4,309.9,1725,27.8,21,0,0,0,0,0,0
8452,L55631,L,298.5,310.0,1435,42.5,25,0,0,0,0,0,0
8454,L55633,L,298.6,309.9,1564,37.1,30,0,0,0,0,0,0
8459,L55638,L,298.7,309.9,1753,26.8,40,0,0,0,0,0,0
8460,L55639,L,298.7,309.9,1651,29.5,42,0,0,0,0,0,0
8465,H37878,H,298.6,309.7,1672,27.5,54,0,0,0,0,0,0
8466,M23325,M,298.7,309.8,1475,40.5,59,0,0,0,0,0,0
8468,L55647,L,298.6,309.8,1704,28.3,64,0,0,0,0,0,0
8470,M23329,M,298.6,309.7,1280,64.1,71,0,0,0,0,0,0
8477,L55656,L,298.5,309.6,1585,32.2,89,0,0,0,0,0,0
8482,M23341,M,298.3,309.4,1595,29.0,103,0,0,0,0,0,0
8490,L55669,L,298.4,309.4,1461,46.3,121,0,0,0,0,0,0
8495,L55674,L,298.3,309.5,1542,36.7,134,0,0,0,0,0,0
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0
8505,L55684,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0
8514,M23373,M,298.2,309.5,1478,36.5,182,0,0,0,0,0,0
8519,M23378,M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0
8520,L55699,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0
8524,H37937,H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0
8525,L55704,L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0
8534,M23393,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0
8536,L55715,L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0
8539,L55718,L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0
8540,L55719,L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0
8542,L55721,L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0
8543,H37956,H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0
8545,H37958,H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0
8550,L55729,L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0
8565,M23424,M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0
8567,M23426,M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0
8568,L55747,L,298.0,308.7,1511,45.8,114,0,0,0,0,0,0
8579,L55758,L,297.5,308.2,1489,40.7,141,0,0,0,0,0,0
8584,L55763,L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0
8585,L55764,L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0
8590,M23449,M,297.3,307.8,1538,48.0,171,0,0,0,0,0,0
8597,L55776,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0
8617,L55796,L,297.6,308.6,1355,46.4,13,0,0,0,0,0,0
8619,L55798,L,297.7,308.7,1829,24.9,17,0,0,0,0,0,0
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0
8638,L55817,L,297.5,308.5,1459,39.7,69,0,0,0,0,0,0
8639,L55818,L,297.6,308.5,1572,35.9,71,0,0,0,0,0,0
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0
8646,M23505,M,297.6,308.6,1492,35.5,88,0,0,0,0,0,0
8655,M23514,M,297.4,308.4,1441,46.8,116,0,0,0,0,0,0
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0
8666,L55845,L,297.6,308.7,1365,50.6,143,0,0,0,0,0,0
8672,L55851,L,297.5,308.8,1530,37.8,157,0,0,0,0,0,0
8675,M23534,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0
8678,M23537,M,297.3,308.5,1664,28.9,174,0,0,0,0,0,0
8685,L55864,L,297.2,308.5,1588,40.4,190,0,0,0,0,0,0
8690,L55869,L,297.1,308.4,1543,39.6,205,0,0,0,0,0,0
8699,H38112,H,297.3,308.7,1438,46.2,16,0,0,0,0,0,0
8707,L55886,L,297.2,308.6,1335,53.0,39,0,0,0,0,0,0
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0
8714,L55893,L,297.2,308.6,1917,24.1,54,0,0,0,0,0,0
8719,L55898,L,297.2,308.7,1509,39.3,66,0,0,0,0,0,0
8726,M23585,M,297.1,308.5,1515,42.1,81,0,0,0,0,0,0
8731,H38144,H,297.3,308.7,1569,33.9,93,0,0,0,0,0,0
8740,H38153,H,297.4,308.7,1429,37.6,118,0,0,0,0,0,0
8743,L55922,L,297.4,308.8,1467,39.0,128,0,0,0,0,0,0
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,0
8754,M23613,M,297.4,308.6,1657,33.1,156,0,0,0,0,0,0
8755,L55934,L,297.4,308.6,1635,30.5,159,0,0,0,0,0,0
8758,L55937,L,297.5,308.8,1587,34.9,166,0,0,0,0,0,0
8759,M23618,M,297.5,308.7,1446,53.0,168,0,0,0,0,0,0
8766,L55945,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0
8768,L55947,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0
8770,M23629,M,297.4,308.6,1452,41.2,197,0,0,0,0,0,0
8772,L55951,L,297.5,308.6,1536,39.0,202,0,0,0,0,0,0
8776,H38189,H,297.5,308.6,1536,38.7,7,0,0,0,0,0,0
8779,L55958,L,297.5,308.7,1454,45.0,19,0,0,0,0,0,0
8793,L55972,L,297.4,308.5,1418,51.2,52,0,0,0,0,0,0
8794,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0
8800,L55979,L,297.3,308.4,1472,41.3,67,0,0,0,0,0,0
8806,M23665,M,297.4,308.6,1469,42.6,80,0,0,0,0,0,0
8807,L55986,L,297.4,308.5,1692,34.3,83,0,0,0,0,0,0
8813,M23672,M,297.2,308.4,1378,41.9,97,0,0,0,0,0,0
8821,L56000,L,297.3,308.7,1551,40.0,125,0,0,0,0,0,0
8823,L56002,L,297.4,308.8,1462,49.7,132,0,0,0,0,0,0
8824,M23683,M,297.3,308.8,1447,57.4,134,0,0,0,0,0,0
8833,L56012,L,297.4,308.8,1651,34.1,163,0,0,0,0,0,0
8836,H38249,H,297.4,308.8,1324,53.5,169,0,0,0,0,0,0
8846,M23705,M,297.4,308.9,1348,59.1,201,0,0,0,0,0,0
8850,L56029,L,297.5,308.9,1596,30.7,5,0,0,0,0,0,0
8856,L56035,L,297.7,308.9,1662,28.1,19,0,0,0,0,0,0
8857,M23716,M,297.7,308.9,1327,63.7,21,0,0,0,0,0,0
8864,L56043,L,298.0,309.2,1731,28.7,38,0,0,0,0,0,0
8865,M23724,M,298.0,309.1,1574,34.8,40,0,0,0,0,0,0
8867,H38280,H,297.9,308.9,1416,39.6,45,0,0,0,0,0,0
8878,M23737,M,298.1,309.2,1460,45.8,80,0,0,0,0,0,0
8895,M23754,M,297.5,308.7,1546,38.0,123,0,0,0,0,0,0
8898,M23757,M,297.3,308.7,1577,35.6,133,0,0,0,0,0,0
8913,L56092,L,297.2,308.5,1446,43.7,171,0,0,0,0,0,0
8919,L56098,L,297.1,308.2,1402,51.2,186,0,0,0,0,0,0
8924,M23783,M,297.0,308.1,1363,45.3,196,0,0,0,0,0,0
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0
8944,M23803,M,297.3,308.4,1449,44.4,34,0,0,0,0,0,0
8946,L56125,L,297.4,308.2,1639,33.8,39,0,0,0,0,0,0
8956,M23815,M,297.4,308.0,1355,55.1,63,0,0,0,0,0,0
8958,L56137,L,297.4,308.1,1348,53.7,68,0,0,0,0,0,0
8960,L56139,L,297.3,308.0,1420,46.5,73,0,0,0,0,0,0
8963,L56142,L,297.3,307.9,1628,30.2,80,0,0,0,0,0,0
8971,L56150,L,297.0,307.6,1575,37.4,98,0,0,0,0,0,0
8972,L56151,L,296.9,307.6,1514,35.7,100,0,0,0,0,0,0
8975,L56154,L,296.8,307.5,1474,42.4,107,0,0,0,0,0,0
8982,L56161,L,297.0,307.7,1502,39.4,126,0,0,0,0,0,0
8985,L56164,L,297.1,307.8,1406,60.4,133,0,0,0,0,0,0
8986,L56165,L,297.1,307.8,1584,42.3,135,0,0,0,0,0,0
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0
8998,M23857,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0
9028,M23887,M,297.4,308.3,1444,44.0,18,0,0,0,0,0,0
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0
9076,L56255,L,297.3,308.1,1506,36.0,150,0,0,0,0,0,0
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0,0,0,0,0
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0,0,0,0,0
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0
